service_request_id,requested_date,updated_date,closed_date,status_description,source,service_name,agency_responsible,address,comm_code,comm_name,location_type,longitude,latitude,point
24-00572286,2024-07-20 0:00,2024-07-20 0:00,2024-07-20 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SPH,SPRINGBANK HILL,Community Centrepoint,-114.2098197,51.02656453,POINT (-114.20981973671283 51.02656453099153)
24-00572373,2024-07-20 0:00,2024-07-20 0:00,2024-07-20 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ALT,ALTADORE,Community Centrepoint,-114.1007824,51.01595412,POINT (-114.10078239468564 51.015954118298694)
24-00744681,2024-09-20 0:00,2024-10-28 0:00,2024-10-28 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,WIL,WILLOW PARK,Community Centrepoint,-114.0561955,50.9566238,POINT (-114.05619550452249 50.956623796172764)
24-00744297,2024-09-20 0:00,2024-09-20 0:00,2024-09-20 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MCI,MCCALL,Community Centrepoint,-114.0270867,51.08899754,POINT (-114.02708667609807 51.088997537753826)
24-00662263,2024-08-21 0:00,2024-09-20 0:00,2024-09-20 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MRL,MARLBOROUGH,Community Centrepoint,-113.9699877,51.05954228,POINT (-113.96998768840771 51.05954228117922)
24-00758789,2024-09-26 0:00,2024-09-26 0:00,2024-09-26 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,DRN,DEER RUN,Community Centrepoint,-114.0090877,50.92513239,POINT (-114.00908770459678 50.925132387046794)
24-00759333,2024-09-26 0:00,2024-09-26 0:00,2024-09-26 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ASP,ASPEN WOODS,Community Centrepoint,-114.2083866,51.04521538,POINT (-114.20838662695127 51.045215377202034)
24-00746166,2024-09-21 0:00,2024-10-10 0:00,2024-10-10 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BNF,BANFF TRAIL,Community Centrepoint,-114.1151284,51.07421633,POINT (-114.11512839716917 51.07421633024228)
24-00679868,2024-08-28 0:00,2025-02-05 0:00,2025-02-05 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,LMR,LOWER MOUNT ROYAL,Community Centrepoint,-114.0864994,51.0365032,POINT (-114.08649939756594 51.0365031977319)
24-00747388,2024-09-21 0:00,2024-09-21 0:00,2024-09-21 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,MCT,MCKENZIE TOWNE,Community Centrepoint,-113.961353,50.91714876,POINT (-113.96135301049618 50.91714876132651)
24-00573433,2024-07-21 0:00,2024-07-21 0:00,2024-07-21 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,CIA,CALGARY INTERNATIONAL AIRPORT,Community Centrepoint,-114.0117167,51.12355645,POINT (-114.01171665690258 51.123556453987604)
24-00574224,2024-07-21 0:00,2024-07-21 0:00,2024-07-21 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,DBC,DEERFOOT BUSINESS CENTRE,Community Centrepoint,-114.0383269,51.11209775,POINT (-114.0383269425689 51.11209775483432)
24-00692711,2024-09-02 0:00,2024-09-02 0:00,2024-09-02 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,WSP,WEST SPRINGS,Community Centrepoint,-114.2066863,51.05977297,POINT (-114.20668628482576 51.05977296921509)
24-00692972,2024-09-02 0:00,2024-09-02 0:00,2024-09-02 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,TUS,TUSCANY,Community Centrepoint,-114.2408862,51.12191109,POINT (-114.24088620535426 51.12191108762252)
24-00697356,2024-09-03 0:00,2024-09-03 0:00,2024-09-03 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,RUN,RUNDLE,Community Centrepoint,-113.9700581,51.07423997,POINT (-113.97005811864892 51.074239973666835)
24-00691561,2024-09-02 0:00,2024-09-16 0:00,2024-09-16 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MON,MONTGOMERY,Community Centrepoint,-114.1622482,51.07107614,POINT (-114.16224821352257 51.071076143066776)
24-00880473,2024-11-18 0:00,2024-12-03 0:00,2024-12-03 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SHG,SHAGANAPPI,Community Centrepoint,-114.1266523,51.04521136,POINT (-114.12665233527957 51.04521136346261)
24-00881078,2024-11-18 0:00,2024-11-18 0:00,2024-11-18 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,COR,CORAL SPRINGS,Community Centrepoint,-113.9269485,51.10335277,POINT (-113.92694848647866 51.103352770689)
24-00864495,2024-11-10 0:00,2024-11-18 0:00,2024-11-18 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SGH,SAGE HILL,Community Centrepoint,-114.1406861,51.17561697,POINT (-114.14068609335015 51.175616972779984)
24-00865226,2024-11-11 0:00,2024-11-18 0:00,2024-11-18 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MON,MONTGOMERY,Community Centrepoint,-114.1622482,51.07107614,POINT (-114.16224821352257 51.071076143066776)
24-00867329,2024-11-12 0:00,2025-01-02 0:00,2025-01-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,HID,HIDDEN VALLEY,Community Centrepoint,-114.1196092,51.15193708,POINT (-114.11960923256242 51.15193708420534)
24-00881334,2024-11-18 0:00,2024-12-05 0:00,2024-12-05 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,ACA,ACADIA,Community Centrepoint,-114.053696,50.97241507,POINT (-114.05369601618155 50.97241507334731)
24-00748689,2024-09-22 0:00,2024-09-22 0:00,2024-09-22 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SOW,SOUTHWOOD,Community Centrepoint,-114.0831943,50.95775881,POINT (-114.08319427981235 50.957758807711244)
24-00881935,2024-11-18 0:00,2024-11-27 0:00,2024-11-27 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPH,SPRINGBANK HILL,Community Centrepoint,-114.2098197,51.02656453,POINT (-114.20981973671283 51.02656453099153)
24-00882160,2024-11-18 0:00,2024-11-18 0:00,2024-11-18 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,MPK,MARLBOROUGH PARK,Community Centrepoint,-113.9467171,51.0596885,POINT (-113.94671708302872 51.059688495333184)
24-00693489,2024-09-03 0:00,2024-09-03 0:00,2024-09-03 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,UNI,UNIVERSITY HEIGHTS,Community Centrepoint,-114.1330866,51.07040418,POINT (-114.13308657031216 51.07040418011127)
24-00696181,2024-09-03 0:00,2024-10-21 0:00,2024-10-21 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,THO,THORNCLIFFE,Community Centrepoint,-114.068781,51.10310501,POINT (-114.06878100895418 51.10310500820498)
24-00750180,2024-09-23 0:00,2024-09-23 0:00,2024-09-23 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MCT,MCKENZIE TOWNE,Community Centrepoint,-113.961353,50.91714876,POINT (-113.96135301049618 50.91714876132651)
24-00750444,2024-09-23 0:00,2024-10-09 0:00,2024-10-09 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,LKB,LAKE BONAVISTA,Community Centrepoint,-114.0512956,50.939599,POINT (-114.05129556068408 50.93959899764023)
24-00697364,2024-09-03 0:00,2024-09-03 0:00,2024-09-03 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,PIN,PINERIDGE,Community Centrepoint,-113.946765,51.07425976,POINT (-113.94676495577161 51.074259757631374)
24-00576967,2024-07-22 0:00,2024-08-02 0:00,2024-08-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,STR,STRATHCONA PARK,Community Centrepoint,-114.1775868,51.04741014,POINT (-114.17758676157283 51.047410137464645)
24-00566288,2024-07-18 0:00,2024-07-22 0:00,2024-07-22 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SET,SETON,Community Centrepoint,-113.9479312,50.87415766,POINT (-113.94793123802683 50.874157662841256)
24-00576730,2024-07-22 0:00,2024-07-22 0:00,2024-07-22 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SNA,SUNALTA,Community Centrepoint,-114.1014859,51.04295989,POINT (-114.10148594325165 51.04295989234576)
24-00701256,2024-09-05 0:00,2024-10-10 0:00,2024-10-10 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,UND,UNIVERSITY DISTRICT,Community Centrepoint,-114.1449648,51.07385412,POINT (-114.14496478086903 51.07385411760001)
24-00757543,2024-09-25 0:00,2024-10-02 0:00,2024-10-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SGH,SAGE HILL,Community Centrepoint,-114.1406861,51.17561697,POINT (-114.14068609335015 51.175616972779984)
24-00705277,2024-09-06 0:00,2024-09-16 0:00,2024-09-16 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SIL,SILVER SPRINGS,Community Centrepoint,-114.1962818,51.10427454,POINT (-114.19628181361762 51.10427454305881)
24-00705266,2024-09-06 0:00,2024-09-06 0:00,2024-09-06 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HAR,HARVEST HILLS,Community Centrepoint,-114.052778,51.14767759,POINT (-114.05277797732376 51.14767758603047)
24-00567842,2024-07-18 0:00,2024-07-22 0:00,2024-07-22 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HKS,HOTCHKISS,Community Centrepoint,-113.8962495,50.91419352,POINT (-113.89624948761531 50.91419351960265)
24-00577773,2024-07-22 0:00,2024-07-22 0:00,2024-07-22 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,COL,COLLINGWOOD,Community Centrepoint,-114.1024036,51.08350991,POINT (-114.1024036222742 51.08350990566399)
24-00694550,2024-09-03 0:00,2024-10-02 0:00,2024-10-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPR,SPRUCE CLIFF,Community Centrepoint,-114.1362778,51.04865971,POINT (-114.13627783911859 51.048659707650735)
24-00504125,2024-06-27 0:00,2024-07-23 0:00,2024-07-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,NGM,NORTH GLENMORE PARK,Community Centrepoint,-114.1122561,51.00142837,POINT (-114.11225607544628 51.00142837215398)
24-00572400,2024-07-20 0:00,2024-07-23 0:00,2024-07-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPR,SPRUCE CLIFF,Community Centrepoint,-114.1362778,51.04865971,POINT (-114.13627783911859 51.048659707650735)
24-00496195,2024-06-25 0:00,2024-07-23 0:00,2024-07-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,GLA,GLAMORGAN,Community Centrepoint,-114.1532273,51.0151168,POINT (-114.15322733577929 51.015116803501925)
24-00501748,2024-06-27 0:00,2024-07-23 0:00,2024-07-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPH,SPRINGBANK HILL,Community Centrepoint,-114.2098197,51.02656453,POINT (-114.20981973671283 51.02656453099153)
24-00476542,2024-06-19 0:00,2024-07-23 0:00,2024-07-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,WGT,WESTGATE,Community Centrepoint,-114.1585939,51.04417785,POINT (-114.15859390257255 51.044177846119624)
24-00503790,2024-06-27 0:00,2024-07-23 0:00,2024-07-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,CAN,CANYON MEADOWS,Community Centrepoint,-114.0820063,50.94095721,POINT (-114.08200634588415 50.94095720863543)
24-00516200,2024-07-02 0:00,2024-07-23 0:00,2024-07-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,PAL,PALLISER,Community Centrepoint,-114.1121589,50.96676703,POINT (-114.11215889038719 50.96676703111173)
24-00517331,2024-07-02 0:00,2024-07-23 0:00,2024-07-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BOW,BOWNESS,Community Centrepoint,-114.1883885,51.08334629,POINT (-114.18838847472048 51.0833462877166)
24-00680024,2024-08-28 0:00,2024-09-04 0:00,2024-09-04 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,BEL,BEL-AIRE,Community Centrepoint,-114.0889343,50.99944255,POINT (-114.08893425156596 50.99944254944499)
24-00700471,2024-09-04 0:00,2024-09-04 0:00,2024-09-04 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ACA,ACADIA,Community Centrepoint,-114.053696,50.97241507,POINT (-114.05369601618155 50.97241507334731)
24-00748724,2024-09-23 0:00,2024-09-23 0:00,2024-09-23 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MLR,MILLRISE,Community Centrepoint,-114.0849141,50.91705537,POINT (-114.08491413864485 50.917055367111644)
24-00733884,2024-09-16 0:00,2024-09-23 0:00,2024-09-23 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SOW,SOUTHWOOD,Community Centrepoint,-114.0831943,50.95775881,POINT (-114.08319427981235 50.957758807711244)
24-00751747,2024-09-23 0:00,2024-09-23 0:00,2024-09-23 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,TAR,TARADALE,Community Centrepoint,-113.9340021,51.11794016,POINT (-113.93400207797254 51.11794016304313)
24-00958340,2024-12-19 0:00,2025-01-22 0:00,2025-01-22 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,EVN,EVANSTON,Community Centrepoint,-114.1124511,51.17108484,POINT (-114.11245112799256 51.17108484116176)
24-00754904,2024-09-24 0:00,2024-09-24 0:00,2024-09-24 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SPH,SPRINGBANK HILL,Community Centrepoint,-114.2098197,51.02656453,POINT (-114.20981973671283 51.02656453099153)
24-00695587,2024-09-03 0:00,2024-09-05 0:00,2024-09-05 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,COA,COACH HILL,Community Centrepoint,-114.1829796,51.05838583,POINT (-114.18297960518734 51.05838582508582)
24-00699997,2024-09-04 0:00,2024-09-05 0:00,2024-09-05 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,WBN,WOODBINE,Community Centrepoint,-114.1296282,50.94023326,POINT (-114.1296281640202 50.94023326198639)
24-00702570,2024-09-05 0:00,2024-09-05 0:00,2024-09-05 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,GAW,GARRISON WOODS,Community Centrepoint,-114.1136145,51.01717823,POINT (-114.11361449884893 51.01717823051979)
24-00582592,2024-07-23 0:00,2024-07-24 0:00,2024-07-24 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,GLR,GLACIER RIDGE,Community Centrepoint,-114.1681928,51.19042039,POINT (-114.16819283826199 51.19042038964679)
24-00584854,2024-07-24 0:00,2024-07-24 0:00,2024-07-24 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00530506,2024-07-06 0:00,2024-07-24 0:00,2024-07-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,WGT,WESTGATE,Community Centrepoint,-114.1585939,51.04417785,POINT (-114.15859390257255 51.044177846119624)
24-00883693,2024-11-19 0:00,2024-12-05 0:00,2024-12-05 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MAH,MAHOGANY,Community Centrepoint,-113.9246339,50.89594392,POINT (-113.92463385892763 50.8959439160425)
24-00883938,2024-11-19 0:00,2024-11-19 0:00,2024-11-19 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,PAN,PANORAMA HILLS,Community Centrepoint,-114.0880634,51.15971101,POINT (-114.08806340626336 51.15971101107547)
24-00883865,2024-11-19 0:00,2025-01-06 0:00,2025-01-06 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,EAU,EAU CLAIRE,Community Centrepoint,-114.0728218,51.05360699,POINT (-114.07282181932268 51.05360699348994)
24-00884448,2024-11-19 0:00,2024-11-29 0:00,2024-11-29 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BRD,BRIDGELAND/RIVERSIDE,Community Centrepoint,-114.0350798,51.05055069,POINT (-114.03507983816583 51.05055069436678)
24-00884607,2024-11-19 0:00,2024-12-09 0:00,2024-12-09 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,WIN,WINSTON HEIGHTS/MOUNTVIEW,Community Centrepoint,-114.0418487,51.0752988,POINT (-114.04184874950579 51.075298802175126)
24-00414164,2024-06-03 0:00,2024-07-24 0:00,2024-07-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,DNE,DOWNTOWN EAST VILLAGE,Community Centrepoint,-114.0508479,51.04709033,POINT (-114.05084794560608 51.04709033069666)
24-00423593,2024-06-05 0:00,2024-07-24 0:00,2024-07-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MRL,MARLBOROUGH,Community Centrepoint,-113.9699877,51.05954228,POINT (-113.96998768840771 51.05954228117922)
24-00586133,2024-07-24 0:00,2024-07-24 0:00,2024-07-24 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,CHA,CHAPARRAL,Community Centrepoint,-114.0256688,50.88467246,POINT (-114.02566876175794 50.88467246113951)
24-00586023,2024-07-24 0:00,2024-07-24 0:00,2024-07-24 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,LPK,LINCOLN PARK,Community Centrepoint,-114.1299919,51.01027374,POINT (-114.12999189961174 51.010273743279164)
24-00753149,2024-09-24 0:00,2024-09-25 0:00,2024-09-25 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SIL,SILVER SPRINGS,Community Centrepoint,-114.1962818,51.10427454,POINT (-114.19628181361762 51.10427454305881)
24-00755122,2024-09-24 0:00,2024-09-25 0:00,2024-09-25 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,RIC,RICHMOND,Community Centrepoint,-114.1184203,51.02971029,POINT (-114.11842028929458 51.02971029482691)
24-00741568,2024-09-19 0:00,2024-09-25 0:00,2024-09-25 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,PAN,PANORAMA HILLS,Community Centrepoint,-114.0880634,51.15971101,POINT (-114.08806340626336 51.15971101107547)
24-00704918,2024-09-05 0:00,2024-09-06 0:00,2024-09-06 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,CNS,CORNERSTONE,Community Centrepoint,-113.9305705,51.15735997,POINT (-113.93057052562796 51.157359967042765)
24-00757858,2024-09-25 0:00,2024-09-25 0:00,2024-09-25 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,HPK,HIGHLAND PARK,Community Centrepoint,-114.0620558,51.08801818,POINT (-114.0620558477431 51.088018178558066)
24-00768542,2024-10-01 0:00,2024-10-24 0:00,2024-10-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OGD,OGDEN,Community Centrepoint,-114.0124423,50.99187834,POINT (-114.01244227109757 50.991878337981746)
24-00718105,2024-09-10 0:00,2024-09-10 0:00,2024-09-10 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,BLN,BELTLINE,Community Centrepoint,-114.0551861,51.03743796,POINT (-114.05518608886146 51.037437963359764)
24-00768001,2024-10-01 0:00,2024-10-09 0:00,2024-10-09 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MCT,MCKENZIE TOWNE,Community Centrepoint,-113.961353,50.91714876,POINT (-113.96135301049618 50.91714876132651)
24-00758302,2024-09-26 0:00,2024-09-26 0:00,2024-09-26 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,TUS,TUSCANY,Community Centrepoint,-114.2408862,51.12191109,POINT (-114.24088620535426 51.12191108762252)
24-00759008,2024-09-26 0:00,2024-09-26 0:00,2024-09-26 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SDC,SUNDANCE,Community Centrepoint,-114.0421257,50.90180437,POINT (-114.04212569181436 50.90180436893341)
24-00759262,2024-09-26 0:00,2024-09-26 0:00,2024-09-26 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MCK,MCKENZIE LAKE,Community Centrepoint,-113.9881872,50.91486638,POINT (-113.98818718377751 50.91486638356077)
24-00759278,2024-09-26 0:00,2024-09-26 0:00,2024-09-26 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,CHW,CHARLESWOOD,Community Centrepoint,-114.1122123,51.09008805,POINT (-114.11221231540222 51.090088050163416)
24-00759971,2024-09-26 0:00,2024-09-26 0:00,2024-09-26 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MCK,MCKENZIE LAKE,Community Centrepoint,-113.9881872,50.91486638,POINT (-113.98818718377751 50.91486638356077)
24-00760492,2024-09-26 0:00,2024-09-26 0:00,2024-09-26 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MPL,MAPLE RIDGE,Community Centrepoint,-114.034689,50.95763758,POINT (-114.0346890274 50.957637582999936)
24-00590292,2024-07-26 0:00,2024-08-27 0:00,2024-08-27 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,BOW,BOWNESS,Community Centrepoint,-114.1883885,51.08334629,POINT (-114.18838847472048 51.0833462877166)
24-00762674,2024-09-27 0:00,2024-09-27 0:00,2024-09-27 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,GAW,GARRISON WOODS,Community Centrepoint,-114.1136145,51.01717823,POINT (-114.11361449884893 51.01717823051979)
24-00762978,2024-09-27 0:00,2024-09-27 0:00,2024-09-27 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,DNC,DOWNTOWN COMMERCIAL CORE,Community Centrepoint,-114.0695937,51.04727444,POINT (-114.06959371115288 51.047274435217574)
24-00764754,2024-09-28 0:00,2024-09-28 0:00,2024-09-28 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SGH,SAGE HILL,Community Centrepoint,-114.1406861,51.17561697,POINT (-114.14068609335015 51.175616972779984)
24-00881547,2024-11-18 0:00,2024-11-20 0:00,2024-11-20 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,SIG,SIGNAL HILL,Community Centrepoint,-114.179907,51.02326017,POINT (-114.1799070291585 51.02326017129387)
24-00592841,2024-07-27 0:00,2024-07-27 0:00,2024-07-27 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,ING,INGLEWOOD,Community Centrepoint,-114.0191258,51.03414052,POINT (-114.01912581291103 51.03414052350448)
24-00774835,2024-10-02 0:00,2024-10-02 0:00,2024-10-02 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MID,MIDNAPORE,Community Centrepoint,-114.0574843,50.91560246,POINT (-114.05748430703984 50.91560245618709)
24-00889805,2024-11-21 0:00,2025-01-06 0:00,2025-01-06 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00776983,2024-10-03 0:00,2025-07-22 0:00,2025-07-22 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,DNE,DOWNTOWN EAST VILLAGE,Community Centrepoint,-114.0508479,51.04709033,POINT (-114.05084794560648 51.047090331328896)
24-00714158,2024-09-09 0:00,2024-09-09 0:00,2024-09-09 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,REN,RENFREW,Community Centrepoint,-114.039169,51.05965316,POINT (-114.03916899334408 51.059653157676735)
24-00593532,2024-07-27 0:00,2024-07-27 0:00,2024-07-27 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ARB,ARBOUR LAKE,Community Centrepoint,-114.207675,51.13259471,POINT (-114.20767498075155 51.1325947114686)
24-00766700,2024-09-30 0:00,2024-11-07 0:00,2024-11-07 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SHG,SHAGANAPPI,Community Centrepoint,-114.1266523,51.04521136,POINT (-114.12665233527957 51.04521136346261)
24-00724823,2024-09-12 0:00,2024-09-16 0:00,2024-09-16 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,SET,SETON,Community Centrepoint,-113.9479312,50.87415766,POINT (-113.94793123802683 50.874157662841256)
24-00887798,2024-11-20 0:00,2024-12-05 0:00,2024-12-05 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,LKB,LAKE BONAVISTA,Community Centrepoint,-114.0512956,50.939599,POINT (-114.05129556068408 50.93959899764023)
24-00886569,2024-11-20 0:00,2024-12-05 0:00,2024-12-05 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,ACA,ACADIA,Community Centrepoint,-114.053696,50.97241507,POINT (-114.05369601618155 50.97241507334731)
24-00593878,2024-07-28 0:00,2024-07-28 0:00,2024-07-28 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SPR,SPRUCE CLIFF,Community Centrepoint,-114.1362778,51.04865971,POINT (-114.13627783911859 51.048659707650735)
24-00594363,2024-07-28 0:00,2024-07-28 0:00,2024-07-28 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,STD,STARFIELD,Community Centrepoint,-113.9400156,51.00485589,POINT (-113.94001563495809 51.00485589414011)
24-00712053,2024-09-09 0:00,2024-09-09 0:00,2024-09-09 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,MOP,MOUNT PLEASANT,Community Centrepoint,-114.07603,51.07423791,POINT (-114.07602998447108 51.07423790842361)
24-00712994,2024-09-09 0:00,2024-09-09 0:00,2024-09-09 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,RAN,RANCHLANDS,Community Centrepoint,-114.183647,51.11917908,POINT (-114.1836469813454 51.11917908233608)
24-00711449,2024-09-08 0:00,2024-09-09 0:00,2024-09-09 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,CNS,CORNERSTONE,Community Centrepoint,-113.9305705,51.15735997,POINT (-113.93057052562796 51.157359967042765)
24-00714830,2024-09-09 0:00,2024-09-09 0:00,2024-09-09 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,MPL,MAPLE RIDGE,Community Centrepoint,-114.034689,50.95763758,POINT (-114.0346890274 50.957637582999936)
24-00714877,2024-09-09 0:00,2024-09-09 0:00,2024-09-09 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,SET,SETON,Community Centrepoint,-113.9479312,50.87415766,POINT (-113.94793123802683 50.874157662841256)
24-00681728,2024-08-28 0:00,2024-09-09 0:00,2024-09-09 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SSD,SUNNYSIDE,Community Centrepoint,-114.0790291,51.05641953,POINT (-114.07902910930551 51.05641953275016)
24-00677508,2024-08-27 0:00,2024-12-16 0:00,2024-12-16 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,LMR,LOWER MOUNT ROYAL,Community Centrepoint,-114.0864994,51.0365032,POINT (-114.08649939756594 51.0365031977319)
24-00778391,2024-10-04 0:00,2024-12-02 0:00,2024-12-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,ING,INGLEWOOD,Community Centrepoint,-114.0191258,51.03414052,POINT (-114.01912581291103 51.03414052350448)
